id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
1,0.0002810480301895809,0.2995725132669357,0.4044958328030355,0.2766190946920409,2.6820449113760918e-05,0.0005227809746078744,0.01826675584162093,7.628923039129624e-05,0.00013886471206456648
2,0.0007691967748588024,2.204154832285912e-05,1.2411375998875103e-05,4.542428026848064e-06,6.792737466429892e-06,0.00016003465779522913,0.00011973477046743294,0.9987032875142012,0.00020195819286218157
3,0.00025817307625944754,0.06750010160358758,0.0004948136203761663,0.49299956669482314,7.049768894582145e-05,0.4317717697602735,0.00287216675783907,0.0023910992550970275,0.0016418115427982182
4,0.2054068417636879,0.11348284607995002,0.08108644123254705,0.003777084768558251,0.014069541349479938,0.013715460482947498,0.029309081765248997,0.1505482317161434,0.3886044708414371
5,0.001039575240319163,0.6943404454677681,0.22187859656101172,0.05365384713334235,0.00016277259076581508,0.0002053562226607116,0.028625545221391612,4.185955545062451e-05,5.200200729023342e-05
6,1.7712706544215643e-05,0.962298647991319,0.035023995626801814,0.0003679548243039646,0.0007062983282691898,0.0002399331965607357,0.0011966455577102901,0.00014221955575686562,6.592212733823732e-06
7,3.6619972658352096e-06,0.9386542314240822,0.05631902396730309,0.0048642333810325735,0.00013809349061755103,4.884872040420864e-06,3.940177070673488e-06,1.0086139179193252e-06,1.0922076669730907e-05
8,0.00029045203585363334,0.8290298843130669,0.09639617855312732,0.07335774018467082,0.00024660572267025177,0.0002829442895082593,0.0003210274435480188,3.228183946532503e-05,4.288561808938943e-05
9,1.4199792380259277e-05,0.34151201748073534,0.63428797772283,0.008913636177887943,9.153153265755092e-06,0.0006226214419361546,0.014610197274085112,1.1851058471637182e-05,1.834589840803233e-05
10,2.7603026892184094e-05,0.49540154046100604,0.43014766668747945,0.07293315702129156,0.0006652118304100287,0.00019864637426732999,0.0002600244143724361,0.0001182037241628114,0.00024794646011819184
11,0.07668525524905342,0.00023972937466869128,1.6624427972131013e-05,0.0007194888167161539,0.00021870145148227292,0.7349760240602635,0.0016772246352340277,0.005036079152023333,0.1804308728325864
12,0.012006855649186918,6.246304711634356e-05,0.00019226573771737902,3.3679832254101695e-05,5.158245759386088e-05,0.02417079536450609,0.00027367359835964503,0.9539473470678236,0.009261337245442045
13,3.876018407094965e-05,0.6644998018566389,0.314764299099805,0.0011329101092608005,0.0008382139676741055,0.002397016904792252,0.0024699267222886966,0.013626162912826529,0.00023290824264281357
